,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
64,3.6085251803771996e-06,1.6588835115515804e-06,2.429874940336092e-06,2.4713125555402933e-05,3.545543525646594e-06,1.8089752533639094e-06,2.2887539053729604e-06,1.804057121578381e-05,2.9787494076932454e-06,6.050434117469772e-06,1.5398897843119363e-06,2.3758038474791753e-06,3.439332851114924e-06,1.5194757925198399e-06,2.772092509515277e-06,2.206152649992031e-06
65,2.394460811365216e-06,1.694910990570075e-06,2.6505839443205404e-06,2.9557366882382027e-05,2.949478415114239e-06,1.5271021825403325e-06,2.0576604708155366e-06,1.7740281356267765e-05,3.3245652074583486e-06,4.770549011315179e-06,1.366573635592594e-06,2.61471283788104e-06,3.133791656687122e-06,1.5160151300061755e-06,1.9695476238788297e-06,1.6579358245583927e-06
66,3.4326600431331275e-06,1.5393773807433959e-06,2.1208079141397187e-06,2.524649279429219e-05,3.0918744231031238e-06,1.3288830550712197e-06,1.7763616397541997e-06,1.8354437658645233e-05,2.319882851894296e-06,4.865517110943107e-06,1.3129832345860042e-06,1.8716848715866083e-06,3.0809450149883257e-06,1.4413020393566203e-06,1.870501306963425e-06,1.6224662962296667e-06
67,3.6621489860813834e-06,1.43462434020569e-06,1.8394904908316779e-06,1.3539202313474987e-05,3.1999453933662006e-06,1.6330795527307957e-06,2.2657303963307807e-06,2.3089850544962655e-05,2.469094914889978e-06,3.845773985998244e-06,1.3528351308487212e-06,1.899138263193922e-06,2.5165693276697904e-06,1.4776367392710493e-06,2.6330227821185633e-06,2.1408004284457627e-06
68,2.8701441652287424e-06,1.4297746002512463e-06,2.0323783667474438e-06,8.951822209774772e-06,3.2745013483576677e-06,1.7513733847820828e-06,3.7770438584180464e-06,2.905365568595234e-05,3.089348260683284e-06,3.707798801018622e-06,1.5948064741023454e-06,2.6780137482057646e-06,1.9319432595211103e-06,1.3787967422115055e-06,3.330603094713096e-06,2.067248007926388e-06
69,2.7269441128230077e-06,1.9160804400605675e-06,2.9608653840620194e-06,6.729234089377563e-06,4.062295428932974e-06,1.639486107492352e-06,3.1832258302549215e-06,2.1623863749482497e-05,5.495115850970503e-06,4.680849993802485e-06,1.6685656444440993e-06,2.5624768526341002e-06,2.2966456175785027e-06,1.2856984515194114e-06,2.741340853975827e-06,1.6065834596942075e-06
70,2.1402209242807986e-06,2.173573377154201e-06,2.581983847733331e-06,6.7042592984728475e-06,4.022750951856828e-06,1.6951454501494587e-06,2.5141390949831464e-06,1.4299223749631744e-05,6.719222518751145e-06,3.2912204650620273e-06,1.7959930476908184e-06,2.2834615333817873e-06,2.8298658588235403e-06,1.2889415626569334e-06,2.047621692153507e-06,1.581072354888364e-06
71,2.2658415789517764e-06,1.7190880267654441e-06,1.8718965546457722e-06,2.790026590919223e-06,2.7511904814103008e-06,2.0454725235754654e-06,2.579175366608013e-06,1.2633596276434574e-05,8.500589578575244e-06,2.7342703577127576e-06,3.3418814537015035e-06,2.8978051905456806e-06,5.9971517920325095e-06,1.2207186121172592e-06,2.106327836371264e-06,1.7893426907650552e-06
72,2.2098269566879156e-06,1.4066242504314986e-06,1.705569941530837e-06,2.341537697911276e-06,2.325808625372562e-06,2.2793063288294198e-06,2.01676499798626e-06,8.528274460751935e-06,9.626247978571551e-06,2.686212516750373e-06,3.406902216226352e-06,3.1975828246128737e-06,6.443872144545911e-06,1.4950396381302848e-06,1.9042619056585642e-06,1.6222357945359545e-06
73,3.492738651304757e-06,1.893441031530738e-06,1.701080731961755e-06,3.079339194123157e-06,3.176629137826171e-06,1.971476020533367e-06,1.9944935144143195e-06,5.155590419377606e-06,5.619446147709045e-06,1.2916611714424605e-06,2.377098729436075e-06,3.2944163870548636e-06,3.644844404045074e-06,1.6997851436141906e-06,1.8412230019235985e-06,1.7456276244681872e-06
74,4.524567209701821e-06,1.950740352302963e-06,1.995258908300347e-06,3.7660939722044487e-06,3.627800704857572e-06,1.5275843251299842e-06,2.061170383169094e-06,3.905258076711591e-06,2.8389502016950116e-06,1.3582769936856616e-06,1.8939436814803597e-06,2.6471726005980162e-06,2.7885378220820794e-06,1.9375544987697926e-06,1.8729582632626133e-06,2.151722533912882e-06
75,4.487172195179428e-06,1.5446179415082257e-06,1.7270351568092087e-06,3.612938368482957e-06,3.5321846637953912e-06,1.3051813143587655e-06,2.490327018727883e-06,3.687708038845306e-06,1.8552758190724267e-06,1.5617573544027452e-06,1.3029161856008773e-06,1.730015476541647e-06,2.2694137178303984e-06,1.845117464429271e-06,1.9157746356595608e-06,2.3123165803351204e-06
76,4.579747308342028e-06,1.631176481065962e-06,1.599813577660352e-06,3.659763102357569e-06,3.6103723716697765e-06,1.4402911575889033e-06,2.038515631241194e-06,3.111353897964674e-06,1.8984940213544241e-06,1.6290170834417053e-06,1.559277872971759e-06,2.5813348509451987e-06,3.5674119478171278e-06,1.5101394548801186e-06,1.971245338963491e-06,2.190446883940949e-06
77,3.750119720728443e-06,1.383689784952767e-06,2.1494207877351346e-06,4.110257908625645e-06,3.7461923692796687e-06,1.6528620657752806e-06,1.6671446006599002e-06,2.979781345402633e-06,1.8675375582285814e-06,1.8372727390718679e-06,1.5694272671512766e-06,2.754753508536766e-06,3.3078927430381573e-06,1.4942310029774066e-06,1.6629311652049486e-06,1.7294472859966234e-06
78,4.46820546362507e-06,1.5133737707080314e-06,2.0578754952889737e-06,3.363892700873084e-06,5.591875170153806e-06,2.304983980240388e-06,1.6555434308564431e-06,2.8136220281198034e-06,2.049610882592239e-06,2.2819292777803608e-06,1.2356357565054067e-06,2.3032749690003657e-06,3.823656813312516e-06,1.5837783036576035e-06,1.7240854548344773e-06,1.7378014158174756e-06
79,5.4303027009083035e-06,1.6491654467023966e-06,1.6138147421816212e-06,2.014938316139264e-06,5.555962209917315e-06,2.62612494856232e-06,1.7235316329450265e-06,3.3952924212618592e-06,2.4765751176893717e-06,2.374326566719315e-06,1.2750747479872703e-06,2.4545586755355466e-06,5.47584945005859e-06,1.5985034537820036e-06,4.525692144823133e-06,1.9773748161429974e-06
80,5.0590449715117425e-06,1.6805726077987143e-06,1.7514944408914353e-06,1.4533022313057853e-06,3.983266631276732e-06,1.7464705333214967e-06,4.342938579799424e-06,2.9999319726283475e-06,3.0785991629669844e-06,5.066908042751291e-06,1.9090170077143895e-06,2.3788973751287855e-06,5.846380443392716e-06,1.404250757878283e-06,4.288717394566783e-06,2.0947355184755712e-06
81,3.957803008349247e-06,1.8507361088515295e-06,1.7150691753840826e-06,2.5851405600628314e-06,2.6924941280087523e-06,1.1026858576357949e-06,5.773440264121986e-06,4.043033532832531e-06,3.997064043138915e-06,5.199577749952316e-06,2.6410712732436968e-06,3.47727198382078e-06,3.7765362743937855e-06,1.2732096591483535e-06,1.8870071494291902e-06,2.1744240688767964e-06
82,2.493543306874151e-06,1.6249129033925189e-06,1.8144101378150064e-06,5.203220315559986e-06,2.651129931655433e-06,1.1727800698031423e-06,3.900215789163071e-06,3.859327066903174e-06,3.876148274779268e-06,2.2086881026292662e-06,2.1387115305986796e-06,3.2520913380207484e-06,1.7947978433998348e-06,3.0994422191026446e-06,2.0516012600779744e-06,2.1455045930904653e-06
83,1.611059443603668e-06,1.5150690318309682e-06,1.944250315366258e-06,6.491586294390859e-06,6.122441822822457e-06,1.3878682160253657e-06,2.4617486829073017e-06,2.7697923993948052e-06,2.5260945705424846e-06,4.3966545421821225e-06,1.3962282657108665e-06,1.9062276938792253e-06,2.3886601095789954e-06,3.432740446672233e-06,1.913919646436342e-06,1.9117294203039635e-06
84,2.7897692430745646e-06,1.5711182614312153e-06,1.7752168258490755e-06,4.987213313885282e-06,5.319207082157561e-06,1.2666645553399005e-06,2.702994035936295e-06,5.31700747939197e-06,2.10885366369871e-06,1.083376120097341e-05,1.2993520860818285e-06,1.7310199999708682e-06,2.0371534178516565e-06,1.561196886830727e-06,1.8872805547189108e-06,1.7001152257313895e-06
85,3.000221509069277e-06,1.3881520507239644e-06,1.4968860703928891e-06,5.6932557989326715e-06,2.578978458890621e-06,1.3061408046746322e-06,3.037385218484121e-06,4.695482139139202e-06,2.5047316062198254e-06,1.017971065027988e-05,1.1641681119668712e-06,1.877960351617472e-06,1.5327458274941421e-06,1.3671583124034492e-06,1.9525845404247984e-06,1.7051061715990806e-06
86,1.8291596311669769e-06,1.2734926447351255e-06,1.3628891551401285e-06,6.294510500166819e-06,2.409016367900448e-06,1.6294242608753172e-06,5.4172924098053925e-06,2.976612838930115e-06,3.1641628704212777e-06,3.4048289597138685e-06,1.3642549060693221e-06,2.587198147197367e-06,1.4651602839344137e-06,1.3698809407862006e-06,2.358123032155688e-06,1.7818677358930065e-06
87,2.4553381249733516e-06,1.428692088550483e-06,1.5014094407361274e-06,3.7945581399360133e-06,2.3037356003289063e-06,1.8767519338051705e-06,5.893208684560059e-06,3.0120807990772374e-06,4.8318725289966365e-06,4.757792259495571e-06,1.7728318572745133e-06,3.296197799104695e-06,2.591624815859131e-06,1.3278659186996465e-06,2.0619442865082325e-06,2.4017805992269655e-06
88,2.426019203208235e-06,1.4203934476280025e-06,1.445446993861918e-06,4.035060376011855e-06,2.0651770021296845e-06,1.6835981261922676e-06,2.879208577630901e-06,2.6840378715462468e-06,8.148328965282785e-06,5.810011186332914e-06,1.973898039275087e-06,5.211936792755344e-06,3.870569328837115e-06,1.5777840117560566e-06,1.7159600086431836e-06,2.429647495518271e-06
89,1.606047047638064e-06,1.3558816751036844e-06,1.3969122652892607e-06,5.291458527844052e-06,1.8867143218111258e-06,1.5222461032108967e-06,2.4196180349753776e-06,2.2685025301941336e-06,9.90650677424374e-06,4.164349475097187e-06,2.5617653506202505e-06,6.741975283672946e-06,4.071350958026994e-06,1.855482474609537e-06,2.1702285586772745e-06,2.8636064122383152e-06
90,2.784744631523428e-06,1.3903303945876731e-06,1.3554258507731426e-06,4.317374732908357e-06,2.6676041197033096e-06,1.7231362068635616e-06,2.2180141061150897e-06,5.421194200407704e-06,7.2735135969629304e-06,3.52394772761759e-06,3.060580785704346e-06,6.2475942666616575e-06,6.610851310693362e-06,2.1289641721401542e-06,3.2477444976114534e-06,4.132083483721154e-06
91,6.864962800309531e-06,1.586460362989789e-06,1.1382474802166537e-06,3.04210878006358e-06,2.92099524576332e-06,1.3951513235470485e-06,2.223913674505136e-06,1.2551085241695817e-05,7.0037103873888585e-06,3.350228398095295e-06,3.0183399830225966e-06,4.7337577165851005e-06,8.80587045186262e-06,2.211550065283336e-06,5.026584868050412e-06,5.692208804424487e-06
92,6.211706027703225e-06,1.490524893436418e-06,1.172112063320259e-06,2.223373669805883e-06,2.806044890732848e-06,1.1116741880262422e-06,2.183192577991869e-06,9.925778251355811e-06,9.473793560163725e-06,4.28116927106402e-06,3.186064236501348e-06,4.373882635673179e-06,8.040371890250577e-06,2.103311907556793e-06,5.414655339783849e-06,6.4647811873210805e-06
93,1.719633033097702e-06,1.149796678381516e-06,1.2710344459046955e-06,7.139941499376053e-06,2.5550540644946826e-06,1.2147040879016087e-06,2.146375882525828e-06,3.267764610797854e-06,7.182780488344889e-06,2.6535956387921617e-06,2.8216074644364987e-06,5.965709924796756e-06,6.97579287919183e-06,1.9727780704293236e-06,4.2745048621062615e-06,5.42768781908638e-06
94,2.854736453533643e-06,1.1102183931063737e-06,1.4365409203092417e-06,8.916605760391657e-06,1.8721689985979704e-06,1.2661322222585539e-06,2.3139308164990303e-06,5.959529287365842e-06,6.00087049343038e-06,1.7443011426804915e-06,2.4802893928697807e-06,5.4883970097271705e-06,9.609354984379295e-06,2.3128485721827056e-06,8.713802459439302e-06,4.421861226702254e-06
95,3.0842888867028256e-06,1.120125186115278e-06,1.3262829071078657e-06,5.202671372015373e-06,1.5380602566126894e-06,1.3756961022514219e-06,1.8750331245480033e-06,5.495755995723137e-06,7.687428828485394e-06,2.933166760510896e-06,2.2814034228646845e-06,3.7337671167900317e-06,1.0098862511299484e-05,2.128926217068644e-06,1.046424073733786e-05,5.271601557814852e-06
96,1.3090910991484663e-06,1.0699813665648004e-06,1.2314413893584877e-06,4.6155711684618624e-06,1.3338221654251041e-06,1.4880931259041703e-06,1.92866040897785e-06,2.5807431341145414e-06,6.5477652490207445e-06,3.4247425794625164e-06,2.089119962010443e-06,4.872045512852081e-06,9.710776445259607e-06,1.6446160983857566e-06,5.365455221361507e-06,5.569823088147378e-06
97,1.16264669132573e-06,1.24057727117523e-06,1.2393978998740392e-06,4.031227791289112e-06,1.506781546187427e-06,1.5474356804640917e-06,2.1850686810352377e-06,5.388052615906452e-06,5.097063220028748e-06,2.1337843188196262e-06,2.1426827424125763e-06,5.471943817592112e-06,1.223764673609826e-05,1.9253158268222352e-06,5.63654871046446e-06,5.4687091008929915e-06
98,1.0433249617777266e-06,1.157204674108647e-06,1.1636588257794027e-06,4.003490191232353e-06,2.543917246688336e-06,1.6118028699352784e-06,1.9610811656334755e-06,4.90034305900012e-06,5.205813765313527e-06,1.2396510003320156e-06,1.9571347058853907e-06,4.234665757883874e-06,8.794223637333779e-06,1.930832522230982e-06,5.639212861449999e-06,5.566193572602438e-06
99,9.98331525912082e-07,1.0391939256042483e-06,1.319331309244723e-06,3.939475092226418e-06,2.409473949673024e-06,1.396410608305151e-06,1.631509344498922e-06,3.235173331395748e-06,4.17669426876261e-06,1.3661288423125138e-06,2.230860612495433e-06,4.242957911713723e-06,3.9575598582564205e-06,1.6983941758972316e-06,4.4286971907325825e-06,6.485774775067564e-06
100,9.562123257232367e-07,1.1086574424795844e-06,1.3002786298974e-06,5.3792649635966334e-06,2.3260850255700594e-06,1.1754170351737263e-06,1.2440886135074451e-06,4.7622942650964304e-06,3.084393342738344e-06,1.2593364704461332e-06,2.0546905277300997e-06,3.994139736323635e-06,3.0806536075203454e-06,1.3592158966061117e-06,4.4590869549489735e-06,6.909976493991183e-06
101,1.1409230765389065e-06,1.1173310345612915e-06,1.20458335609505e-06,7.145787786316245e-06,2.1261229688237215e-06,1.1597826563198528e-06,1.290402231469751e-06,6.013291064920539e-06,3.1238202663019576e-06,1.07589381749446e-06,1.5329910904945741e-06,2.8383804493487196e-06,2.336667333497368e-06,1.2544828504763062e-06,9.325080132735008e-06,4.065299195082298e-06
102,1.0824364383869535e-06,1.0898484567051367e-06,1.2829156398723558e-06,7.513926468544527e-06,1.2110951889359655e-06,1.0243684706468215e-06,1.3632355220149267e-06,5.1352999480458296e-06,2.0964061207017754e-06,1.2671422087425914e-06,1.6103363954220245e-06,2.5618514838420637e-06,1.2786001002472564e-06,1.291535669931797e-06,2.0172710725911056e-05,2.845507834090088e-06
103,9.288198427905687e-07,1.1766577266003861e-06,1.3736820700618468e-06,7.008532600168563e-06,1.2746713912322526e-06,1.0232865389669782e-06,1.356216145627224e-06,4.332635388446759e-06,1.659726174300475e-06,1.3582456356539283e-06,1.5748139153313334e-06,3.2955522509694098e-06,1.2653796872286581e-06,1.313057535240276e-06,1.3942652782044688e-05,2.873815915904653e-06
104,1.1512357089552213e-06,1.351751160905254e-06,1.2520868536878821e-06,4.772615413860648e-06,1.1971638417518292e-06,1.1788413717706806e-06,1.4734025817261136e-06,4.776407065144047e-06,1.8476418757837554e-06,1.3139888592788527e-06,1.5266488104612687e-06,4.136359864570761e-06,1.1907743510478024e-06,1.4215505405616843e-06,2.770013295897037e-06,2.5874417739451264e-06
105,1.0735723005349452e-06,1.2358638574004625e-06,1.2791502641560588e-06,4.447422489691127e-06,1.1549716656433558e-06,1.3413277310989513e-06,1.440885431629755e-06,4.042298753754986e-06,2.0448668363560898e-06,1.2873748873287045e-06,1.7069766692504097e-06,3.3460208220488096e-06,1.2235063827933786e-06,1.4684965212644121e-06,3.2656673244138632e-06,2.223382371509427e-06
106,8.030060532600617e-07,1.1767725613852382e-06,1.3797948350530642e-06,5.849313129017211e-06,1.2000795666425926e-06,1.348001097020796e-06,1.8156874186630277e-06,4.4006205044730125e-06,2.302406703756308e-06,1.175072093733932e-06,1.830501641365947e-06,2.4522157219507476e-06,1.1877872086911866e-06,1.2834478259588892e-06,4.11970526987537e-06,2.6305837262024505e-06
107,7.096190374824604e-07,1.106283214722915e-06,1.3115088447958082e-06,6.768044322164859e-06,1.1987844503192406e-06,1.1319899426761246e-06,1.6509009215371055e-06,5.235033703237338e-06,2.02385197918639e-06,1.1935824360057968e-06,1.7560922006365354e-06,3.5531295445018924e-06,9.815436240639932e-07,1.11721140535107e-06,4.14906128482175e-06,3.6704954801581664e-06
108,8.399744803495805e-07,1.0642952548106042e-06,1.2252158924464996e-06,7.290847718144781e-06,1.0242807599949804e-06,1.0725695160169193e-06,1.1676511713874156e-06,5.457014578817776e-06,1.8169152578975778e-06,1.068745090710337e-06,1.7151946266230439e-06,3.472367593085416e-06,1.1472086677992188e-06,1.3663726294687075e-06,2.9635718313692503e-06,3.530557559317499e-06
109,1.0570244477101385e-06,1.1538466031168006e-06,1.2505559219141065e-06,6.597701916320148e-06,9.911968823577027e-07,1.1616085429323994e-06,1.3833424693675491e-06,4.770601745291033e-06,2.0671556574131004e-06,1.170562507631894e-06,2.0779986899365085e-06,2.6091838666283414e-06,1.3931970689960777e-06,1.3967829638411487e-06,2.5159094117454367e-06,3.167460140308592e-06
110,1.1705201680207152e-06,1.1812194844268514e-06,1.2940786327521485e-06,6.639391906136383e-06,1.0627189904367408e-06,1.1141612749853219e-06,1.578743933327651e-06,3.844988113291991e-06,1.943063258962407e-06,1.3571428203958575e-06,2.3890342891528044e-06,2.8246336269629975e-06,1.198469923931539e-06,1.2397880628247876e-06,3.3649590536769513e-06,2.8492953160157132e-06
111,1.1450073523610658e-06,1.2249586674730211e-06,1.2933193725954006e-06,6.093708868436505e-06,1.1113198610892311e-06,1.0982008396168112e-06,1.5711360433185158e-06,5.053755889246103e-06,1.8980614019934385e-06,1.2964459711316518e-06,2.171532275825587e-06,3.060446901960312e-06,1.0494439559978594e-06,1.2236863302125589e-06,2.9897666107897248e-06,2.661188062093121e-06
112,1.0325885963186311e-06,1.1156870445001772e-06,1.2907140068070352e-06,4.7509747404507505e-06,1.3220259758728193e-06,1.1530394010912067e-06,1.5842669630105171e-06,4.848962824312449e-06,1.9404770943736754e-06,1.263414027937613e-06,1.8987296659170132e-06,3.851537864835227e-06,1.1063296392915646e-06,1.3884333868697789e-06,2.6252367497649335e-06,3.0629555029537687e-06
113,1.048415656017585e-06,1.06994498913023e-06,1.1315042550622639e-06,4.658403813791335e-06,1.495114286036628e-06,1.0484294317685506e-06,1.5625685125253353e-06,4.258271828461856e-06,1.9831133540262352e-06,1.253416397075934e-06,1.5261053900587519e-06,3.927015415757735e-06,1.166280288839806e-06,1.455617343193201e-06,4.36310328491267e-06,2.9528942546239383e-06
114,1.0542206041782646e-06,1.1441224839358381e-06,1.2174143786475294e-06,5.107061473292325e-06,1.3643984746619198e-06,9.740645093218298e-07,1.3971482635968984e-06,4.25819497659035e-06,2.0252243714582047e-06,1.2046197880855017e-06,1.2495578309042676e-06,2.9337930704195446e-06,1.200231048034051e-06,1.296949582374819e-06,4.530115637703993e-06,2.8845795937526416e-06
115,9.931340462568449e-07,1.1417735972763221e-06,1.3041063875677557e-06,5.0720915467941e-06,1.2481275633342745e-06,1.1190501947421431e-06,1.5241771454486682e-06,4.070388474163182e-06,1.7330928351134043e-06,1.1893288822015739e-06,1.9926813815027726e-06,2.961634974122224e-06,1.1830537149586085e-06,1.3310583608732897e-06,3.7367645889998837e-06,2.9149662620146052e-06
116,1.0140924598409996e-06,1.1653222481085114e-06,1.2156561380449467e-06,4.86010551075825e-06,1.3090057797670878e-06,1.1231626760454544e-06,1.5913834682028312e-06,4.1995194251680656e-06,1.725580399060057e-06,1.1921440456752062e-06,2.4138752293169675e-06,2.8470851992359326e-06,1.131686119010235e-06,1.3819860827525462e-06,4.144138557921786e-06,2.436012291152147e-06
117,1.001533054616456e-06,1.1527963430423948e-06,1.3024409920820432e-06,4.7777376377072006e-06,1.2008815912181625e-06,1.1210737334973895e-06,1.4090933727620678e-06,4.584823189768221e-06,1.8848318005551152e-06,1.219926798560718e-06,2.1118457905450116e-06,2.658536836239821e-06,1.1673076099038727e-06,1.3521412305316525e-06,5.673697255016533e-06,2.9999790586304743e-06
118,1.1164238935654732e-06,1.1694209653742675e-06,1.4046089906117703e-06,5.285594058776541e-06,1.2389916944651452e-06,1.137305552556821e-06,1.4643439643562442e-06,4.174145174425637e-06,1.8708593336141776e-06,1.1836605835062543e-06,2.2100741403348796e-06,3.0636736256188888e-06,1.225354323394959e-06,1.4310142978651735e-06,4.762939327051536e-06,3.008239492885663e-06
119,1.0260484028138746e-06,1.179905022862357e-06,1.5603517601105635e-06,5.862295497321876e-06,1.155954428406581e-06,1.1060216893179695e-06,1.451348573836444e-06,4.0180210816069466e-06,1.7607200466662135e-06,1.4949913832340554e-06,2.42262126983008e-06,3.01728423730039e-06,1.2348415412928365e-06,1.2899265422530859e-06,3.3265695445718304e-06,2.4338431202044878e-06
120,9.315156722831931e-07,1.0215340221378858e-06,1.6570302033723508e-06,5.522789005252584e-06,9.973212491001628e-07,1.0925292332101387e-06,1.6125208681669728e-06,4.675308270616029e-06,1.8348101442978756e-06,1.7335560892901017e-06,2.7417476551730024e-06,3.3182132040076287e-06,1.3124066997745203e-06,1.0448924016074243e-06,5.0320736038036705e-06,3.0749050797132283e-06
121,1.0341783155954794e-06,1.0449073174848058e-06,1.6505192452658169e-06,5.958486581248484e-06,1.1070716595633927e-06,1.0266603795470569e-06,1.5723614486529822e-06,4.630729877460169e-06,2.125785194879041e-06,1.4815343585633545e-06,2.5886536818837026e-06,3.6416428244284114e-06,1.3938012630829397e-06,1.105923657478016e-06,4.8765417383398044e-06,3.517360573191145e-06
122,1.0805275138283402e-06,1.132299072528428e-06,1.3161765480156687e-06,5.548700638645544e-06,1.0098001555751596e-06,1.0606080661104288e-06,1.5518822486308808e-06,3.954346711067305e-06,1.9759277985208218e-06,1.2730404175744017e-06,2.033510196518069e-06,3.4825889743994526e-06,1.3076027339687559e-06,1.1471820588502713e-06,4.33236418350414e-06,3.4397500894191265e-06
123,1.1621068788320147e-06,9.86201230499409e-07,1.1723960015772443e-06,3.860049651156286e-06,1.058902432696946e-06,1.1292927436017296e-06,1.77042716257537e-06,3.5805149333615536e-06,1.7169178195902771e-06,1.2552206802365531e-06,2.031666474006782e-06,3.16220939202065e-06,1.3658761105680481e-06,1.1280227749438345e-06,3.95293419098445e-06,3.544410823554748e-06
124,1.0872157994990025e-06,1.226174214788479e-06,1.4679077809242174e-06,3.922234320626463e-06,1.1510745414016676e-06,1.1648262943622552e-06,1.7467446839407073e-06,3.92877464727939e-06,1.8520294091998058e-06,1.2026462206250846e-06,2.0814093096890603e-06,2.9985259649106827e-06,1.2753549948664343e-06,1.1386545092275283e-06,3.446765771403582e-06,3.4324961542707816e-06
125,1.1280472191970645e-06,1.3967074968307106e-06,1.3645562130968111e-06,5.494594810193439e-06,1.194589531294937e-06,1.0733165593331095e-06,1.6594589810812276e-06,3.73667926732312e-06,1.8512379892872113e-06,1.1316036924533885e-06,2.394006959100003e-06,2.67706127136211e-06,1.0306248402138653e-06,1.2687185206073564e-06,3.6104321076011976e-06,3.1081227144105822e-06
126,1.081335368181254e-06,1.1220335426197602e-06,1.1246110302172838e-06,6.2262593017940846e-06,1.2931637064191024e-06,1.0158879767884264e-06,1.391592494647844e-06,3.660324723131747e-06,1.7141412701908901e-06,1.2136305939251184e-06,2.694442461202712e-06,2.547239217370159e-06,1.1662749197905195e-06,1.1874059646449316e-06,4.073802052120839e-06,2.699172263264027e-06
127,1.068328732321871e-06,1.0381355745292587e-06,1.090473870174423e-06,5.076836933383043e-06,1.3225440910740135e-06,1.0901952564610304e-06,1.4649094492894877e-06,3.971030050878036e-06,2.123046015323965e-06,1.2957015048073176e-06,2.275907648561389e-06,2.636362287316205e-06,1.2202763555178491e-06,1.2323817046872349e-06,4.247511660963262e-06,2.5775645279178177e-06
128,1.1577500011902592e-06,1.1464828551353916e-06,1.2258377541612517e-06,4.2593180189448525e-06,1.345611337921298e-06,1.2283692326493104e-06,1.59639018720987e-06,4.005635066930088e-06,2.2825607863662657e-06,1.3316822183336236e-06,1.836907162245755e-06,2.4118974850884406e-06,1.2502901812228175e-06,1.3651419847959868e-06,4.240986911522894e-06,2.875441991671286e-06
